no,tname ,tlocation,startdate,enddate,taddr,etime,capacity,tprice,ldiv,pdiv
161,"골든가이의 바와 사무라이 박물관, 가부키초",도쿄,2020-04-02,2020-04-02,"?160-0021 Shinjuku-ku, Tokyo",01:30:00,40,5000,0,0
162,"정원, 단풍 및 사적, 코이시카와 쿠우라쿠엔정원",도쿄,2020-04-02,2020-04-02,"1-5 Korakuen, Kita Ward, Okayama, 703-8257",01:30:00,40,5000,0,0
163,"놀이공원 및 뮤지컬, 산리오 퓨로랜드",도쿄,2020-04-02,2020-04-02,"?206-8588 Tokyo, Tama, Ochiai, 1?31",04:00:00,40,20000,0,0
164,"사원,영묘,신전,무덤 및 불교, 조죠지",도쿄,2020-04-02,2020-04-02,"4 Chome-7-35 Shibakoen, Minato City, Tokyo 105-0011",01:00:00,40,5000,0,0
165,"연극,공원 예술,건축 및 예술, 가부키자",도쿄,2020-04-02,2020-04-02,"4 Chome-12-15 Ginza, Chuo City, Tokyo 104-0061",02:00:00,40,20000,0,0
166,"에도시대의 건축을 보고싶다면, 에도도쿄건축정원",도쿄,2020-04-02,2020-04-02,"3 Chome-7-1 Sakuracho, Koganei, Tokyo 184-0005",02:00:00,40,7000,0,0
167,"미술관,정원,단풍,박물관 및 예술, 네즈미술관",도쿄,2020-04-02,2020-04-02," 6 Chome-5-1 Minamiaoyama, Minato City, Tokyo 107-0062",01:30:00,40,8000,0,0
168,"펭귄 및 수족관, 카사이린카이수족원",도쿄,2020-04-02,2020-04-02,"6 Chome-2-3 Rinkaicho, Edogawa City, Tokyo 134-8587",01:30:00,40,10000,0,0
169,"놀이공원,아이스스케이팅,롤러코스터,워터파크및 공원,토시마엔",도쿄,2020-04-02,2020-04-02,"3 Chome-25-1 Koyama, Nerima City, Tokyo 176-0022",03:00:00,40,10000,0,0
170,"또 다른 신사, 하나조노 신사",도쿄,2020-04-02,2020-04-02,"5 Chome-17-3 Shinjuku, Shinjuku City, Tokyo 160-0022",01:00:00,40,5000,0,0
171,"중국 전역에 걸친 역사적인 구조물, 만리장성",베이징,2020-04-02,2020-04-02,"Huairou District, Beijing, China",06:00:00,40,15000,0,0
172,"중국 최대의 궁전, 자금성",베이징,2020-04-02,2020-04-02,"4 Jingshan Front St, Dongcheng, Beijing, China 100886",03:00:00,40,10000,0,0
173,"왕족을 위한 상징적인 호반 휴양지, 이화원",베이징,2020-04-02,2020-04-02,"19 Xinjiangongmen Rd, Haidian District, China 100091",02:00:00,40,10000,0,0
174,"유명하고 유서 깊은 사원, 천단",베이징,2020-04-02,2020-04-02,"1 Tiantan E Rd, Dongcheng, China 100061",01:30:00,40,10000,0,0
175,"거대하고 유명한 광장 및 문화적 공간, 천안문 광장",베이징,2020-04-02,2020-04-02,"West Changan Street, Dongcheng District, Beijing 100006, China",01:00:00,40,5000,0,0
176,"명나라 황제들이 잠들고 있는곳, 명십왕릉",베이징,2020-04-02,2020-04-02,"212 Provincial Rd, Changping District, China",01:00:00,40,5000,0,0
177,"공원, 징산 공원",베이징,2020-04-02,2020-04-02,"44 Jingshan W St, Xicheng District, Beijing, China 100009",01:00:00,40,5000,0,0
178,"공원 및 정원, 베이하이 공원",베이징,2020-04-02,2020-04-02,"1 Wenjin St, Xicheng District, China 100034",01:00:00,40,5000,0,0
179,"사원,불교,대왕판다,수도원 및 건축, 옹화궁",베이징,2020-04-02,2020-04-02,"12 Yonghegong St, Dongcheng, China 100007",01:00:00,40,5000,0,0
180,"청나라의 이궁, 원명원",베이징,2020-04-02,2020-04-02,"Haidian District, China 100084",01:00:00,40,5000,0,0
181,"시간을 알리기 위해 사용된 곳, 고루와 종루",베이징,2020-04-02,2020-04-02,"Beijing, Dongcheng, Andingmen, Zhonglouwan Hutong",01:00:00,40,5000,0,0
182,"동물원, 대왕판다, 곰 및 호랑이, 베이징 동물원",베이징,2020-04-02,2020-04-02,"137 Xizhimen Outer St, Dong Wu Yuan, Xicheng District, Beijing, China",01:00:00,40,10000,0,0
183,"중국의 명승고적, 정양문",베이징,2020-04-02,2020-04-02,"Qianmen St, Dongcheng, China",00:30:00,40,5000,0,0
184,"박물관,예술 및 미술관, 중국국가박물관",베이징,2020-04-02,2020-04-02,"16 E Chang'an Ave, Dongcheng, China",01:30:00,40,5000,0,0
185,"북경의 아이콘, 798 예술구",베이징,2020-04-02,2020-04-02,"2 Jiuxianqiao Rd, Chaoyang, Beijing, China",01:30:00,40,5000,0,0
186,"만리장성에 설치된 관문이자 요새, 거용관",베이징,2020-04-02,2020-04-02,"Changping District, Beijing, China",02:00:00,40,10000,0,0
187,"베이징의 역사적 장소, 스차하이",베이징,2020-04-02,2020-04-02,"Xicheng District, Beijing, China",01:30:00,40,5000,0,0
188,"청나라 공칭왕부, 공왕부",베이징,2020-04-02,2020-04-02,"23 Yangfang Hutong, Dene Street, Xicheng District, Beijing",01:00:00,40,5000,0,0
189,"공원 및 사적, 베이징 세계공원",베이징,2020-04-02,2020-04-02,"Fengtai District, Beijing, China",01:00:00,40,5000,0,0
190,"오페라 극장, 연극, 공연 예술, 건축 및 오페라",베이징,2020-04-02,2020-04-02,"2 W Chang'an Ave, Xicheng District, China 100031",01:30:00,40,10000,0,0
191,"놀이공원, 롤러코스터 및 공원, 베이징 환러구",베이징,2020-04-02,2020-04-02,"iaowujibei Road, Dongsihuan, Chaoyang District, Beijing 100023, China",04:00:00,40,15000,0,0
192,"건축, 사원, 미술관, 예술 및 역사, 태묘",베이징,2020-04-02,2020-04-02,"Dongcheng, Beijing, China 100006",01:00:00,40,5000,0,0
193,"역사 및 강, 루거우차오",베이징,2020-04-02,2020-04-02,"Fengtai District, China",01:00:00,40,5000,0,0
194,"건축,음악회,박물관 및 연극, 인민대회당",베이징,2020-04-02,2020-04-02,"Renda Huitang W Rd, Xicheng District, China 100031",01:00:00,40,10000,0,0
195,"대형 박물관, 수도 박물관",베이징,2020-04-02,2020-04-02,"16 Fuxingmen Outer St, Xicheng District, China 100035",01:30:00,40,7000,0,0
196,"식물원에 가고 싶다면,베이징 식물원",베이징,2020-04-02,2020-04-02,"Haidian District, China",01:00:00,40,5000,0,0
197,"중국 골동품은 어디?,판자위엔 골동품 시장",베이징,2020-04-02,2020-04-02,"18 Huaweili, Chaoyang District, Beijing",01:30:00,40,5000,0,0
198,"베이징 올림픽을 느끼고 싶다면,베이징 올림픽공원",베이징,2020-04-02,2020-04-02,"Chaoyang, China 100875",01:30:00,40,5000,0,0
199,"호수,아이스 스케이팅,공원 및 밤문화, 호우 하이",베이징,2020-04-02,2020-04-02,"Yangfang Hutong Shichahai, Xicheng District, Beijing",01:30:00,40,5000,0,0
200,"베이징 도심 속 산책, 일단공원",베이징,2020-04-02,2020-04-02,"Chaoyang, Beijing, China",01:00:00,40,5000,0,0
201,"백록담을 보러 가자, 한라산 등반 ",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 조천읍 516로 1865,09:30:00,40,10000,1,0
202,"우도를 돌아보자, 우도 투어",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 우도면,08:00:00,40,30000,1,0
203,용머리를 닮은 바위가 신기하지? 용두암 투어,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 용담2동 용두암길 15,01:00:00,40,10000,1,0
204,"바다와 민물이 만나는 계곡, 용연계곡",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 용담2동 368-3,01:00:00,40,10000,1,0
205,"녹차 박물관은 처음이지?, 오셜록 티 뮤지엄",제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 안덕면 신화역사로 15,01:00:00,40,20000,1,0
206,"해를 보고 싶나? 여기 여기 모여라, 성산일출봉",제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 성산리 1,01:00:00,40,10000,1,0
207,"나는 올인이다! 올인 촬영 장소, 섭지코지",제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 섭지코지로,01:00:00,40,5000,1,0
208,"한국의 바르셀로나를 보고 싶으면 여기, 지니어스 로사이",제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 고성리 21,01:00:00,40,10000,1,0
209,"세계에서 가장 용암동굴은?, 만장굴",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 구좌읍 만장굴길 182,02:00:00,40,5000,1,0
210,"한국 체험은 어디에서?, 제주 민속촌",제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 표선면 민속해안로 631-34,03:00:00,40,12000,1,0
211,제주를 느끼고 싶다면? 올레길 투어 1코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 시흥상동로 113,05:00:00,10,5000,1,0
212,제주를 느끼고 싶다면? 올레길 투어 2코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 섭지코지로 107,05:00:00,10,5000,1,0
213,제주를 느끼고 싶다면? 올레길 투어 3코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 성산읍 온평리 1111,07:00:00,10,5000,1,0
214,제주를 느끼고 싶다면? 올레길 투어 4코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 표선면 표선리,06:00:00,10,5000,1,0
215,제주를 느끼고 싶다면? 올레길 투어 5코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 남원읍 남원회관로 53,05:00:00,10,5000,1,0
216,제주를 느끼고 싶다면? 올레길 투어 6코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 남원읍,04:00:00,10,5000,1,0
217,제주를 느끼고 싶다면? 올레길 투어 7코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 서귀동 중정로 22,06:00:00,10,5000,1,0
218,제주를 느끼고 싶다면? 올레길 투어 8코스,제주,2020-04-03,2020-04-03,제부특별자치도 서귀포시 월평동,06:00:00,10,5000,1,0
219,제주를 느끼고 싶다면? 올레길 투어 9코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 안덕면 감산리 982-2,04:00:00,10,5000,1,0
220,제주를 느끼고 싶다면? 올레길 투어 10코스,제주,2020-04-03,2020-04-03,서귀포시 안덕면 화순리 813-9,06:00:00,10,5000,1,0
221,제주를 느끼고 싶다면? 올레길 투어 11코스,제주,2020-04-03,2020-04-03,서귀포시 대정읍 하모리 2140,06:00:00,10,5000,1,0
222,제주를 느끼고 싶다면? 올레길 투어 12코스,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 대정읍 무릉리 중산간서로 2852,06:00:00,10,5000,1,0
223,제주를 느끼고 싶다면? 올레길 투어 13코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 한경면 용수리,05:00:00,10,5000,1,0
224,제주를 느끼고 싶다면? 올레길 투어 14코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 한경면 저지리,07:00:00,10,5000,1,0
225,제주를 느끼고 싶다면? 올레길 투어 15코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 한림읍 한림해안로 192,06:00:00,10,5000,1,0
226,제주를 느끼고 싶다면? 올레길 투어 16코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 애월읍 고내리 1103-1,06:00:00,10,5000,1,0
227,제주를 느끼고 싶다면? 올레길 투어 17코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 애월읍 광령리 1270-2,07:00:00,10,5000,1,0
228,제주를 느끼고 싶다면? 올레길 투어 18코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 일도1동 관덕로8길 7-9,07:00:00,10,5000,1,0
229,제주를 느끼고 싶다면? 올레길 투어 19코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 조천읍 조천리 1142-1,07:00:00,10,5000,1,0
230,제주를 느끼고 싶다면? 올레길 투어 20코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 구좌읍 김녕리,06:00:00,10,5000,1,0
231,제주를 느끼고 싶다면? 올레길 투어 21코스,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 구좌읍 하도리,04:00:00,10,5000,1,0
232,제주 식물원은 어디? 카멜리아 힐,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 안덕면 병악로 166,02:00:00,40,15000,1,0
233,신화는 제주에도 있다! 제주신화테마파크,제주,2020-04-03,2020-04-03,제주특별자치도 서귀포시 안덕면 신화역사로 304번길 98,03:00:00,40,10000,1,0
234,미로를 즐기고 싶다면? 제주김녕미로공원,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 구좌읍 만장굴길 122,03:00:00,40,7000,1,0
235,동심으로 돌아가자! 선녀와 나무꾼 테마공원,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 조천읍 선교로 267,02:00:00,40,10000,1,0
236,어린이들이 좋아하는 곰인형 여기있다! 테지움,제주,2020-04-03,2020-04-03,제주특별자치도 제주시 애월읍 평화로 2159,02:00:00,40,5000,1,0
237,"한라산 등반이 힘들다면 가장 짧게 둘러보는 한라산, 어승생악",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 해안동 산 220-13,02:00:00,40,5000,1,0
238,"제주 관아는 어떻게 생겼을까, 제주목 관아",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 삼도2동 관덕로7길 13,01:30:00,40,4000,1,0
239,"수목원은 여기, 한라수목원",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 연동 수목원길 72,02:00:00,40,10000,1,0
240,"제주의 역사에 대해 알고 싶다면, 국립제주박물관",제주,2020-04-03,2020-04-03,제주특별자치도 제주시 건입동 일주동로 17,01:00:00,40,5000,1,0
241,환상과 모험의 나라 도쿄 디즈니랜드,도쿄,2020-04-03,2020-04-03,"1-1 Maihama, Urayasu, Chiba 279-0031 Japan",06:00:00,40,50000,0,0
242,"도쿄에서 한적한 공원을 찾고 있다면, 우에노 공원",도쿄,2020-04-03,2020-04-03,"?110-0007 Tokyo, Taito City, Uenokoen, 8?? 池之端三丁目",02:00:00,40,5000,0,0
243,유명한 신사를 찾으시나요? 메이지 신궁,도쿄,2020-04-03,2020-04-03," 1-1 Yoyogikamizonocho, Shibuya City, Tokyo 151-8557",01:30:00,40,10000,0,0
244,일왕을 보고 싶으시다면 고쿄,도쿄,2020-04-03,2020-04-03,"1-1 Chiyoda, Chiyoda City, Tokyo 100-8111",01:30:00,40,5000,0,0
245,"도쿄에서 하이킹을 하고 싶다면, 다카오산",도쿄,2020-04-03,2020-04-03,?193-0844 東京都八王子市高尾町,04:00:00,40,10000,0,0
246,지브리 애니메이션을 좋아하시나요? 미타카의 숲 지브리 미술관,도쿄,2020-04-03,2020-04-03,"1 Chome-1-83 Shimorenjaku, Mitaka, Tokyo 181-0013",01:00:00,40,7000,0,0
247,일본의 성을 보고 싶다면? 에도 성 유적,도쿄,2020-04-03,2020-04-03,"1-1 Chiyoda, Chiyoda City, Tokyo 100-8111",01:00:00,40,5000,0,0
248,미술관에 가고 싶다면 국립서양미술관,도쿄,2020-04-03,2020-04-03,"7-7 Uenokoen, Taito City, Tokyo 110-0007",01:00:00,40,10000,0,0
249,"신나는 액티비티, 요미우리랜드",도쿄,2020-04-03,2020-04-03,"4015-1 Yanokuchi, Inagi, Tokyo 206-8725",06:00:00,40,30000,0,0
250,동물원은 처음이지? 요코하마 동물원 주라시아,도쿄,2020-04-03,2020-04-03,"175-1 Kamishiranecho, Asahi Ward, Yokohama, Kanagawa",02:00:00,40,10000,0,0
251,"아쿠라리움을 가보고 싶다면, 선샤인시티 아쿠아리움",도쿄,2020-04-03,2020-04-03,"?170-8630 Tokyo, Toshima City, Higashiikebukuro, 3 Chome?1",02:00:00,40,15000,0,0
252,등반을 원하신다면 구모토리 산,도쿄,2020-04-03,2020-04-03,"?369-1901 Otaki, Okutama-machi, Nishitama-gun, Tokyo",10:00:00,40,10000,0,0
253,"일본 전경을 보고 싶다면, 도쿄 타워",도쿄,2020-04-03,2020-04-03,"4 Chome-2-8 Shibakoen, Minato City, Tokyo 105-0011",02:00:00,40,10000,0,0
254,"자비의 여신과 역사적인 사원, 센소지",도쿄,2020-04-03,2020-04-03,"2 Chome-3-1 Asakusa, Taito City, Tokyo 111-0032",01:00:00,40,5000,0,0
255,"정원과 온실이 있는 큰 규모의 공원, 신주쿠 교엔",도쿄,2020-04-03,2020-04-03,"11 Naitomachi, Shinjuku City, Tokyo 160-0014",01:30:00,40,5000,0,0
256,"정원,공원,단풍,수리매 및 사적, 하마리큐 은사정원",도쿄,2020-04-03,2020-04-03,"1-1 Hamarikyuteien, Chuo City, Tokyo 104-0046",01:00:00,40,5000,0,0
257,"미술관,전람회 및 예술, 롯폰기 힐스",도쿄,2020-04-03,2020-04-03,"6 Chome-10-1 Roppongi, Minato City, Tokyo 106-6108",02:00:00,40,10000,0,0
258,"일본의 역사에 대해 궁금하다면, 도쿄 국립박물관",도쿄,2020-04-03,2020-04-03,"13-9 Uenokoen, Taito City, Tokyo 110-8712",01:30:00,40,10000,0,0
259,"단풍,정원,사적 및 공원,리쿠기엔",도쿄,2020-04-03,2020-04-03,"6 Chome-16-3 Honkomagome, Bunkyo City, Tokyo 113-0021",01:00:00,40,5000,0,0
260,"일본의 에도 시대의 박물관, 에도-도쿄 박물관",도쿄,2020-04-03,2020-04-03,"1 Chome-4-1 Yokoami, Sumida City, Tokyo 130-0015",01:00:00,40,5000,0,0
261,"골든가이의 바와 사무라이 박물관, 가부키초",도쿄,2020-04-03,2020-04-03,"?160-0021 Shinjuku-ku, Tokyo",01:30:00,40,5000,0,0
262,"정원, 단풍 및 사적, 코이시카와 쿠우라쿠엔정원",도쿄,2020-04-03,2020-04-03,"1-5 Korakuen, Kita Ward, Okayama, 703-8257",01:30:00,40,5000,0,0
263,"놀이공원 및 뮤지컬, 산리오 퓨로랜드",도쿄,2020-04-03,2020-04-03,"?206-8588 Tokyo, Tama, Ochiai, 1?31",04:00:00,40,20000,0,0
264,"사원,영묘,신전,무덤 및 불교, 조죠지",도쿄,2020-04-03,2020-04-03,"4 Chome-7-35 Shibakoen, Minato City, Tokyo 105-0011",01:00:00,40,5000,0,0
265,"연극,공원 예술,건축 및 예술, 가부키자",도쿄,2020-04-03,2020-04-03,"4 Chome-12-15 Ginza, Chuo City, Tokyo 104-0061",02:00:00,40,20000,0,0
266,"에도시대의 건축을 보고싶다면, 에도도쿄건축정원",도쿄,2020-04-03,2020-04-03,"3 Chome-7-1 Sakuracho, Koganei, Tokyo 184-0005",02:00:00,40,7000,0,0
267,"미술관,정원,단풍,박물관 및 예술, 네즈미술관",도쿄,2020-04-03,2020-04-03," 6 Chome-5-1 Minamiaoyama, Minato City, Tokyo 107-0062",01:30:00,40,8000,0,0
268,"펭귄 및 수족관, 카사이린카이수족원",도쿄,2020-04-03,2020-04-03,"6 Chome-2-3 Rinkaicho, Edogawa City, Tokyo 134-8587",01:30:00,40,10000,0,0
269,"놀이공원,아이스스케이팅,롤러코스터,워터파크및 공원,토시마엔",도쿄,2020-04-03,2020-04-03,"3 Chome-25-1 Koyama, Nerima City, Tokyo 176-0022",03:00:00,40,10000,0,0
270,"또 다른 신사, 하나조노 신사",도쿄,2020-04-03,2020-04-03,"5 Chome-17-3 Shinjuku, Shinjuku City, Tokyo 160-0022",01:00:00,40,5000,0,0
271,"중국 전역에 걸친 역사적인 구조물, 만리장성",베이징,2020-04-03,2020-04-03,"Huairou District, Beijing, China",06:00:00,40,15000,0,0
272,"중국 최대의 궁전, 자금성",베이징,2020-04-03,2020-04-03,"4 Jingshan Front St, Dongcheng, Beijing, China 100886",03:00:00,40,10000,0,0
273,"왕족을 위한 상징적인 호반 휴양지, 이화원",베이징,2020-04-03,2020-04-03,"19 Xinjiangongmen Rd, Haidian District, China 100091",02:00:00,40,10000,0,0
274,"유명하고 유서 깊은 사원, 천단",베이징,2020-04-03,2020-04-03,"1 Tiantan E Rd, Dongcheng, China 100061",01:30:00,40,10000,0,0
275,"거대하고 유명한 광장 및 문화적 공간, 천안문 광장",베이징,2020-04-03,2020-04-03,"West Changan Street, Dongcheng District, Beijing 100006, China",01:00:00,40,5000,0,0
